t,x00,x10,v00,v10,x01,x11,v01,v11,x02,x12,v02,v12,x03,x13,v03,v13,
2.092,-0.411017,-0.380372,-0.038465,-0.0280082,0.648633,0.275633,0.528194,-1.38189,1.59626,0.546043,0.166187,0.179467,-0.879505,-0.0413042,0.0412494,2.51402,
2.0924,-0.411051,-0.380396,-0.0386102,-0.0275884,0.648802,0.27519,0.528004,-1.3821,1.59632,0.546108,0.165683,0.179296,-0.879498,-0.0409021,0.0435624,2.51251,
2.0928,-0.411085,-0.38042,-0.038755,-0.0271686,0.648971,0.274748,0.527814,-1.38231,1.59638,0.546172,0.165178,0.179124,-0.879491,-0.0405002,0.0458728,2.51101,
2.0932,-0.411119,-0.380444,-0.0388992,-0.0267489,0.64914,0.274306,0.527624,-1.38252,1.59644,0.546237,0.164674,0.178952,-0.879484,-0.0400985,0.0481806,2.50951,
2.0936,-0.411153,-0.380467,-0.0390429,-0.0263291,0.649309,0.273863,0.527433,-1.38272,1.59649,0.546301,0.16417,0.17878,-0.879476,-0.0396971,0.0504859,2.508,
2.094,-0.411188,-0.38049,-0.039186,-0.0259094,0.649477,0.273421,0.527243,-1.38293,1.59655,0.546366,0.163666,0.178608,-0.879468,-0.039296,0.0527887,2.5065,
2.0944,-0.411222,-0.380513,-0.0393287,-0.0254898,0.649646,0.272978,0.527052,-1.38314,1.59661,0.54643,0.163162,0.178435,-0.879459,-0.038895,0.055089,2.50499,
2.0948,-0.411257,-0.380535,-0.0394709,-0.0250701,0.649815,0.272536,0.526861,-1.38335,1.59667,0.546494,0.162658,0.178263,-0.87945,-0.0384944,0.0573867,2.50349,
2.0952,-0.411292,-0.380557,-0.0396125,-0.0246505,0.649983,0.272093,0.52667,-1.38355,1.59673,0.546558,0.162155,0.17809,-0.879441,-0.0380939,0.0596819,2.50198,
2.0956,-0.411326,-0.380579,-0.0397537,-0.0242309,0.650152,0.27165,0.526478,-1.38376,1.59679,0.546622,0.161651,0.177917,-0.879431,-0.0376937,0.0619746,2.50048,
2.096,-0.411362,-0.3806,-0.0398943,-0.0238113,0.65032,0.271207,0.526286,-1.38397,1.59685,0.546686,0.161147,0.177744,-0.879421,-0.0372938,0.0642647,2.49897,
2.0964,-0.411397,-0.380621,-0.0400345,-0.0233917,0.650489,0.270764,0.526094,-1.38417,1.5969,0.54675,0.160644,0.177571,-0.87941,-0.0368941,0.0665524,2.49747,
2.0968,-0.411432,-0.380641,-0.0401741,-0.0229722,0.650657,0.270321,0.525902,-1.38438,1.59696,0.546814,0.160141,0.177398,-0.879399,-0.0364946,0.0688376,2.49596,
2.0972,-0.411467,-0.380661,-0.0403133,-0.0225527,0.650825,0.269878,0.525709,-1.38458,1.59702,0.546878,0.159637,0.177224,-0.879388,-0.0360954,0.0711203,2.49445,
2.0976,-0.411503,-0.380681,-0.0404519,-0.0221332,0.650993,0.269435,0.525517,-1.38479,1.59708,0.546942,0.159134,0.17705,-0.879377,-0.0356964,0.0734006,2.49295,
2.098,-0.411539,-0.3807,-0.0405901,-0.0217137,0.651161,0.268992,0.525324,-1.38499,1.59713,0.547005,0.158631,0.176877,-0.879365,-0.0352976,0.0756784,2.49144,
2.0984,-0.411574,-0.380719,-0.0407277,-0.0212943,0.65133,0.268549,0.52513,-1.3852,1.59719,0.547069,0.158128,0.176703,-0.879352,-0.0348991,0.0779537,2.48993,
2.0988,-0.41161,-0.380737,-0.0408649,-0.0208749,0.651498,0.268106,0.524937,-1.3854,1.59725,0.547133,0.157625,0.176529,-0.87934,-0.0345008,0.0802266,2.48842,
2.0992,-0.411646,-0.380756,-0.0410015,-0.0204555,0.651665,0.267662,0.524743,-1.3856,1.5973,0.547196,0.157122,0.176354,-0.879327,-0.0341028,0.082497,2.48692,
2.0996,-0.411682,-0.380773,-0.0411377,-0.0200361,0.651833,0.267219,0.524549,-1.38581,1.59736,0.54726,0.156619,0.17618,-0.879313,-0.033705,0.084765,2.48541,
2.1,-0.411719,-0.380791,-0.0412734,-0.0196168,0.652001,0.266775,0.524355,-1.38601,1.59742,0.547323,0.156117,0.176006,-0.8793,-0.0333075,0.0870305,2.4839,
2.1004,-0.411755,-0.380808,-0.0414086,-0.0191975,0.652169,0.266332,0.524161,-1.38621,1.59747,0.547386,0.155614,0.175831,-0.879286,-0.0329102,0.0892937,2.48239,
2.1008,-0.411792,-0.380825,-0.0415433,-0.0187782,0.652337,0.265888,0.523966,-1.38641,1.59753,0.54745,0.155112,0.175656,-0.879271,-0.0325131,0.0915544,2.48088,
2.1012,-0.411828,-0.380841,-0.0416775,-0.0183589,0.652504,0.265444,0.523771,-1.38662,1.59758,0.547513,0.154609,0.175481,-0.879256,-0.0321163,0.0938127,2.47937,
2.1016,-0.411865,-0.380857,-0.0418112,-0.0179397,0.652672,0.265001,0.523576,-1.38682,1.59764,0.547576,0.154107,0.175306,-0.879241,-0.0317197,0.0960686,2.47786,
2.102,-0.411902,-0.380873,-0.0419444,-0.0175204,0.652839,0.264557,0.523381,-1.38702,1.5977,0.547639,0.153605,0.175131,-0.879226,-0.0313234,0.0983221,2.47635,
2.1024,-0.411939,-0.380888,-0.0420772,-0.0171012,0.653007,0.264113,0.523185,-1.38722,1.59775,0.547702,0.153103,0.174955,-0.87921,-0.0309273,0.100573,2.47484,
2.1028,-0.411976,-0.380903,-0.0422094,-0.0166821,0.653174,0.263669,0.522989,-1.38742,1.59781,0.547765,0.152601,0.17478,-0.879193,-0.0305314,0.102822,2.47333,
2.1032,-0.412013,-0.380917,-0.0423412,-0.0162629,0.653342,0.263225,0.522793,-1.38762,1.59786,0.547828,0.152099,0.174604,-0.879177,-0.0301358,0.105068,2.47182,
2.1036,-0.41205,-0.380931,-0.0424725,-0.0158438,0.653509,0.262781,0.522597,-1.38782,1.59792,0.547891,0.151597,0.174428,-0.87916,-0.0297404,0.107312,2.47031,
2.104,-0.412088,-0.380945,-0.0426034,-0.0154247,0.653676,0.262337,0.5224,-1.38802,1.59797,0.547954,0.151095,0.174252,-0.879142,-0.0293453,0.109554,2.4688,
2.1044,-0.412125,-0.380959,-0.0427337,-0.0150057,0.653843,0.261893,0.522203,-1.38821,1.59802,0.548016,0.150593,0.174076,-0.879125,-0.0289504,0.111793,2.46729,
2.1048,-0.412163,-0.380972,-0.0428636,-0.0145866,0.65401,0.261448,0.522006,-1.38841,1.59808,0.548079,0.150092,0.1739,-0.879107,-0.0285558,0.11403,2.46578,
2.1052,-0.412201,-0.380984,-0.042993,-0.0141676,0.654177,0.261004,0.521809,-1.38861,1.59813,0.548141,0.14959,0.173723,-0.879088,-0.0281614,0.116265,2.46426,
2.1056,-0.412239,-0.380996,-0.0431219,-0.0137487,0.654344,0.26056,0.521612,-1.38881,1.59819,0.548204,0.149089,0.173547,-0.879069,-0.0277672,0.118497,2.46275,
2.106,-0.412277,-0.381008,-0.0432503,-0.0133297,0.654511,0.260115,0.521414,-1.389,1.59824,0.548266,0.148588,0.17337,-0.87905,-0.0273733,0.120727,2.46124,
2.1064,-0.412315,-0.38102,-0.0433783,-0.0129108,0.654678,0.259671,0.521216,-1.3892,1.59829,0.548329,0.148086,0.173193,-0.879031,-0.0269796,0.122955,2.45973,
2.1068,-0.412353,-0.381031,-0.0435058,-0.0124919,0.654845,0.259226,0.521018,-1.3894,1.59835,0.548391,0.147585,0.173016,-0.879011,-0.0265862,0.12518,2.45821,
2.1072,-0.412391,-0.381042,-0.0436329,-0.012073,0.655011,0.258782,0.520819,-1.38959,1.5984,0.548453,0.147084,0.172839,-0.878991,-0.026193,0.127403,2.4567,
2.1076,-0.41243,-0.381052,-0.0437594,-0.0116541,0.655178,0.258337,0.52062,-1.38979,1.59845,0.548516,0.146583,0.172661,-0.87897,-0.0258,0.129623,2.45519,
2.108,-0.412468,-0.381062,-0.0438855,-0.0112353,0.655345,0.257892,0.520421,-1.38998,1.59851,0.548578,0.146083,0.172484,-0.878949,-0.0254073,0.131842,2.45367,
2.1084,-0.412507,-0.381072,-0.0440112,-0.0108165,0.655511,0.257447,0.520222,-1.39018,1.59856,0.54864,0.145582,0.172306,-0.878928,-0.0250149,0.134058,2.45216,
2.1088,-0.412546,-0.381081,-0.0441363,-0.0103977,0.655677,0.257002,0.520023,-1.39037,1.59861,0.548702,0.145081,0.172128,-0.878906,-0.0246226,0.136272,2.45064,
2.1092,-0.412585,-0.38109,-0.044261,-0.00997899,0.655844,0.256557,0.519823,-1.39057,1.59866,0.548764,0.144581,0.17195,-0.878884,-0.0242307,0.138483,2.44913,
2.1096,-0.412624,-0.381099,-0.0443853,-0.00956028,0.65601,0.256112,0.519623,-1.39076,1.59871,0.548826,0.14408,0.171772,-0.878862,-0.0238389,0.140693,2.44761,
2.11,-0.412663,-0.381107,-0.0445091,-0.00914159,0.656176,0.255667,0.519423,-1.39095,1.59877,0.548887,0.14358,0.171594,-0.878839,-0.0234474,0.1429,2.4461,
2.1104,-0.412702,-0.381115,-0.0446324,-0.00872292,0.656343,0.255222,0.519222,-1.39115,1.59882,0.548949,0.143079,0.171416,-0.878816,-0.0230562,0.145104,2.44458,
2.1108,-0.412741,-0.381123,-0.0447552,-0.00830429,0.656509,0.254777,0.519022,-1.39134,1.59887,0.549011,0.142579,0.171237,-0.878793,-0.0226652,0.147307,2.44307,
2.1112,-0.412781,-0.38113,-0.0448777,-0.00788568,0.656675,0.254332,0.518821,-1.39153,1.59892,0.549072,0.142079,0.171058,-0.878769,-0.0222744,0.149507,2.44155,
2.1116,-0.41282,-0.381136,-0.0449996,-0.0074671,0.656841,0.253886,0.51862,-1.39172,1.59897,0.549134,0.141579,0.17088,-0.878745,-0.0218839,0.151705,2.44003,
2.112,-0.41286,-0.381143,-0.0451211,-0.00704854,0.657007,0.253441,0.518418,-1.39191,1.59902,0.549195,0.141079,0.170701,-0.878721,-0.0214936,0.153901,2.43852,
2.1124,-0.4129,-0.381149,-0.0452421,-0.00663002,0.657173,0.252996,0.518217,-1.3921,1.59907,0.549257,0.140579,0.170522,-0.878696,-0.0211035,0.156095,2.437,
2.1128,-0.41294,-0.381155,-0.0453627,-0.00621152,0.657338,0.25255,0.518015,-1.39229,1.59912,0.549318,0.14008,0.170342,-0.878671,-0.0207137,0.158286,2.43548,
2.1132,-0.41298,-0.38116,-0.0454828,-0.00579305,0.657504,0.252105,0.517813,-1.39248,1.59917,0.549379,0.13958,0.170163,-0.878645,-0.0203242,0.160475,2.43396,
2.1136,-0.41302,-0.381165,-0.0456025,-0.00537461,0.65767,0.251659,0.51761,-1.39267,1.59922,0.549441,0.13908,0.169983,-0.878619,-0.0199349,0.162662,2.43245,
2.114,-0.41306,-0.381169,-0.0457218,-0.00495619,0.657835,0.251213,0.517408,-1.39286,1.59927,0.549502,0.138581,0.169804,-0.878593,-0.0195458,0.164847,2.43093,
2.1144,-0.4131,-0.381173,-0.0458405,-0.0045378,0.658001,0.250767,0.517205,-1.39305,1.59932,0.549563,0.138082,0.169624,-0.878567,-0.019157,0.16703,2.42941,
2.1148,-0.413141,-0.381177,-0.0459589,-0.00411945,0.658166,0.250322,0.517002,-1.39324,1.59937,0.549624,0.137582,0.169444,-0.87854,-0.0187684,0.16921,2.42789,
2.1152,-0.413181,-0.381181,-0.0460768,-0.00370111,0.658332,0.249876,0.516798,-1.39343,1.59942,0.549685,0.137083,0.169263,-0.878512,-0.0183801,0.171388,2.42637,
2.1156,-0.413222,-0.381184,-0.0461942,-0.00328281,0.658497,0.24943,0.516595,-1.39362,1.59947,0.549746,0.136584,0.169083,-0.878485,-0.017992,0.173564,2.42485,
2.116,-0.413262,-0.381186,-0.0463112,-0.00286454,0.658662,0.248984,0.516391,-1.3938,1.59952,0.549807,0.136085,0.168903,-0.878457,-0.0176041,0.175738,2.42333,
2.1164,-0.413303,-0.381189,-0.0464278,-0.00244629,0.658828,0.248538,0.516187,-1.39399,1.59957,0.549867,0.135586,0.168722,-0.878429,-0.0172165,0.17791,2.42181,
2.1168,-0.413344,-0.381191,-0.0465439,-0.00202807,0.658993,0.248092,0.515982,-1.39418,1.59962,0.549928,0.135088,0.168541,-0.8784,-0.0168291,0.18008,2.42029,
2.1172,-0.413385,-0.381192,-0.0466595,-0.00160988,0.659158,0.247646,0.515778,-1.39437,1.59967,0.549989,0.134589,0.16836,-0.878371,-0.016442,0.182247,2.41877,
2.1176,-0.413426,-0.381194,-0.0467748,-0.00119171,0.659323,0.247199,0.515573,-1.39455,1.59972,0.550049,0.13409,0.168179,-0.878342,-0.0160551,0.184413,2.41725,
2.118,-0.413467,-0.381194,-0.0468896,-0.000773581,0.659488,0.246753,0.515368,-1.39474,1.59976,0.55011,0.133592,0.167998,-0.878312,-0.0156685,0.186576,2.41573,
2.1184,-0.413509,-0.381195,-0.0470039,-0.000355475,0.659653,0.246307,0.515162,-1.39492,1.59981,0.55017,0.133093,0.167817,-0.878282,-0.0152821,0.188737,2.41421,
2.1188,-0.41355,-0.381195,-0.0471178,6.26031e-05,0.659817,0.24586,0.514957,-1.39511,1.59986,0.550231,0.132595,0.167635,-0.878252,-0.0148959,0.190896,2.41269,
2.1192,-0.413592,-0.381195,-0.0472313,0.000480652,0.659982,0.245414,0.514751,-1.39529,1.59991,0.550291,0.132097,0.167454,-0.878221,-0.01451,0.193052,2.41117,
2.1196,-0.413633,-0.381194,-0.0473444,0.000898673,0.660147,0.244967,0.514545,-1.39548,1.59995,0.550351,0.131599,0.167272,-0.87819,-0.0141244,0.195207,2.40965,
2.12,-0.413675,-0.381193,-0.047457,0.00131667,0.660312,0.244521,0.514338,-1.39566,1.6,0.550411,0.131101,0.16709,-0.878158,-0.0137389,0.19736,2.40812,
2.1204,-0.413717,-0.381192,-0.0475692,0.00173463,0.660476,0.244074,0.514132,-1.39584,1.60005,0.550472,0.130603,0.166908,-0.878127,-0.0133538,0.19951,2.4066,
2.1208,-0.413759,-0.38119,-0.0476809,0.00215256,0.660641,0.243627,0.513925,-1.39603,1.6001,0.550532,0.130105,0.166726,-0.878094,-0.0129688,0.201659,2.40508,
2.1212,-0.413801,-0.381188,-0.0477922,0.00257047,0.660805,0.243181,0.513718,-1.39621,1.60014,0.550592,0.129607,0.166544,-0.878062,-0.0125841,0.203805,2.40356,
2.1216,-0.413843,-0.381186,-0.0479031,0.00298835,0.660969,0.242734,0.513511,-1.39639,1.60019,0.550652,0.12911,0.166361,-0.878029,-0.0121997,0.205949,2.40203,
2.122,-0.413885,-0.381183,-0.0480136,0.0034062,0.661134,0.242287,0.513303,-1.39657,1.60024,0.550711,0.128612,0.166178,-0.877996,-0.0118155,0.208092,2.40051,
2.1224,-0.413927,-0.38118,-0.0481236,0.00382402,0.661298,0.24184,0.513095,-1.39675,1.60028,0.550771,0.128115,0.165996,-0.877963,-0.0114315,0.210232,2.39898,
2.1228,-0.41397,-0.381176,-0.0482332,0.00424181,0.661462,0.241393,0.512887,-1.39693,1.60033,0.550831,0.127617,0.165813,-0.877929,-0.0110478,0.21237,2.39746,
2.1232,-0.414012,-0.381172,-0.0483424,0.00465957,0.661626,0.240946,0.512679,-1.39711,1.60037,0.550891,0.12712,0.16563,-0.877895,-0.0106643,0.214506,2.39594,
2.1236,-0.414055,-0.381168,-0.0484512,0.00507731,0.66179,0.240499,0.51247,-1.3973,1.60042,0.55095,0.126623,0.165446,-0.87786,-0.0102811,0.21664,2.39441,
2.124,-0.414097,-0.381163,-0.0485595,0.00549501,0.661954,0.240052,0.512261,-1.39748,1.60046,0.55101,0.126126,0.165263,-0.877825,-0.00989812,0.218772,2.39289,
2.1244,-0.41414,-0.381158,-0.0486674,0.00591269,0.662118,0.239605,0.512052,-1.39765,1.60051,0.551069,0.125629,0.16508,-0.87779,-0.00951538,0.220902,2.39136,
2.1248,-0.414183,-0.381153,-0.0487749,0.00633034,0.662282,0.239157,0.511843,-1.39783,1.60056,0.551129,0.125132,0.164896,-0.877755,-0.00913288,0.223029,2.38983,
2.1252,-0.414226,-0.381147,-0.048882,0.00674796,0.662446,0.23871,0.511633,-1.39801,1.6006,0.551188,0.124635,0.164712,-0.877719,-0.00875063,0.225155,2.38831,
2.1256,-0.414269,-0.381141,-0.0489887,0.00716555,0.662609,0.238262,0.511423,-1.39819,1.60064,0.551247,0.124139,0.164528,-0.877683,-0.00836862,0.227279,2.38678,
2.126,-0.414312,-0.381135,-0.0490949,0.00758311,0.662773,0.237815,0.511213,-1.39837,1.60069,0.551306,0.123642,0.164344,-0.877646,-0.00798686,0.229401,2.38526,
2.1264,-0.414356,-0.381128,-0.0492007,0.00800064,0.662936,0.237368,0.511003,-1.39855,1.60073,0.551365,0.123146,0.16416,-0.877609,-0.00760534,0.231521,2.38373,
2.1268,-0.414399,-0.38112,-0.0493061,0.00841814,0.6631,0.23692,0.510792,-1.39872,1.60078,0.551425,0.122649,0.163976,-0.877572,-0.00722407,0.233638,2.3822,
2.1272,-0.414442,-0.381113,-0.0494111,0.00883562,0.663263,0.236472,0.510581,-1.3989,1.60082,0.551484,0.122153,0.163791,-0.877534,-0.00684304,0.235754,2.38068,
2.1276,-0.414486,-0.381105,-0.0495157,0.00925306,0.663427,0.236025,0.51037,-1.39908,1.60087,0.551542,0.121657,0.163606,-0.877497,-0.00646225,0.237868,2.37915,
2.128,-0.41453,-0.381097,-0.0496199,0.00967048,0.66359,0.235577,0.510159,-1.39925,1.60091,0.551601,0.121161,0.163422,-0.877458,-0.00608171,0.23998,2.37762,
2.1284,-0.414573,-0.381088,-0.0497236,0.0100879,0.663753,0.235129,0.509947,-1.39943,1.60095,0.55166,0.120665,0.163237,-0.87742,-0.00570141,0.24209,2.37609,
2.1288,-0.414617,-0.381079,-0.049827,0.0105052,0.663916,0.234681,0.509735,-1.3996,1.601,0.551719,0.120169,0.163052,-0.877381,-0.00532136,0.244198,2.37456,
2.1292,-0.414661,-0.381069,-0.0499299,0.0109226,0.664079,0.234233,0.509523,-1.39978,1.60104,0.551778,0.119673,0.162866,-0.877342,-0.00494155,0.246303,2.37303,
2.1296,-0.414705,-0.38106,-0.0500324,0.0113399,0.664242,0.233785,0.509311,-1.39995,1.60108,0.551836,0.119177,0.162681,-0.877302,-0.00456199,0.248407,2.37151,
2.13,-0.414749,-0.381049,-0.0501346,0.0117571,0.664405,0.233337,0.509098,-1.40013,1.60113,0.551895,0.118682,0.162495,-0.877262,-0.00418267,0.250509,2.36998,
2.1304,-0.414793,-0.381039,-0.0502363,0.0121744,0.664568,0.232889,0.508885,-1.4003,1.60117,0.551953,0.118186,0.16231,-0.877222,-0.0038036,0.252609,2.36845,
2.1308,-0.414837,-0.381028,-0.0503376,0.0125916,0.664731,0.232441,0.508672,-1.40047,1.60121,0.552012,0.117691,0.162124,-0.877181,-0.00342477,0.254708,2.36692,
2.1312,-0.414882,-0.381017,-0.0504385,0.0130088,0.664894,0.231993,0.508459,-1.40065,1.60125,0.55207,0.117196,0.161938,-0.87714,-0.00304618,0.256804,2.36539,
2.1316,-0.414926,-0.381005,-0.050539,0.0134259,0.665057,0.231545,0.508245,-1.40082,1.6013,0.552128,0.1167,0.161752,-0.877099,-0.00266785,0.258898,2.36386,
2.132,-0.414971,-0.380993,-0.0506391,0.013843,0.665219,0.231097,0.508031,-1.40099,1.60134,0.552186,0.116205,0.161566,-0.877058,-0.00228975,0.26099,2.36233,
2.1324,-0.415015,-0.380981,-0.0507388,0.0142601,0.665382,0.230648,0.507817,-1.40116,1.60138,0.552244,0.11571,0.161379,-0.877016,-0.0019119,0.263081,2.36079,
2.1328,-0.41506,-0.380968,-0.0508381,0.0146772,0.665544,0.2302,0.507603,-1.40134,1.60142,0.552303,0.115215,0.161193,-0.876973,-0.0015343,0.265169,2.35926,
2.1332,-0.415105,-0.380955,-0.050937,0.0150942,0.665707,0.229751,0.507388,-1.40151,1.60146,0.552361,0.114721,0.161006,-0.876931,-0.00115694,0.267256,2.35773,
2.1336,-0.41515,-0.380941,-0.0510355,0.0155113,0.665869,0.229303,0.507173,-1.40168,1.6015,0.552418,0.114226,0.160819,-0.876888,-0.000779823,0.26934,2.3562,
2.134,-0.415195,-0.380928,-0.0511336,0.0159282,0.666031,0.228854,0.506958,-1.40185,1.60154,0.552476,0.113731,0.160632,-0.876845,-0.000402953,0.271423,2.35467,
2.1344,-0.41524,-0.380913,-0.0512313,0.0163452,0.666193,0.228406,0.506743,-1.40202,1.60158,0.552534,0.113237,0.160445,-0.876801,-2.63292e-05,0.273504,2.35313,
2.1348,-0.415285,-0.380899,-0.0513286,0.0167621,0.666355,0.227957,0.506527,-1.40219,1.60163,0.552592,0.112742,0.160258,-0.876757,0.00035005,0.275583,2.3516,
2.1352,-0.41533,-0.380884,-0.0514255,0.017179,0.666517,0.227508,0.506311,-1.40236,1.60167,0.552649,0.112248,0.160071,-0.876713,0.000726183,0.27766,2.35007,
2.1356,-0.415375,-0.380869,-0.0515221,0.0175959,0.666679,0.227059,0.506095,-1.40253,1.60171,0.552707,0.111754,0.159883,-0.876668,0.00110207,0.279735,2.34854,
2.136,-0.415421,-0.380853,-0.0516182,0.0180127,0.666841,0.226611,0.505878,-1.40269,1.60175,0.552765,0.11126,0.159696,-0.876623,0.00147771,0.281808,2.347,
2.1364,-0.415466,-0.380837,-0.0517139,0.0184295,0.667003,0.226162,0.505662,-1.40286,1.60179,0.552822,0.110766,0.159508,-0.876578,0.00185311,0.28388,2.34547,
2.1368,-0.415512,-0.380821,-0.0518093,0.0188463,0.667165,0.225713,0.505445,-1.40303,1.60183,0.552879,0.110272,0.15932,-0.876532,0.00222826,0.28595,2.34393,
2.1372,-0.415557,-0.380804,-0.0519042,0.019263,0.667327,0.225264,0.505228,-1.4032,1.60187,0.552937,0.109778,0.159132,-0.876487,0.00260317,0.288017,2.3424,
2.1376,-0.415603,-0.380787,-0.0519988,0.0196797,0.667488,0.224815,0.50501,-1.40336,1.60191,0.552994,0.109285,0.158944,-0.87644,0.00297783,0.290083,2.34086,
2.138,-0.415649,-0.380769,-0.052093,0.0200964,0.66765,0.224366,0.504792,-1.40353,1.60194,0.553051,0.108791,0.158755,-0.876394,0.00335225,0.292147,2.33933,
2.1384,-0.415695,-0.380751,-0.0521868,0.0205131,0.667811,0.223917,0.504574,-1.4037,1.60198,0.553108,0.108297,0.158567,-0.876347,0.00372642,0.294209,2.33779,
2.1388,-0.415741,-0.380733,-0.0522802,0.0209297,0.667973,0.223467,0.504356,-1.40386,1.60202,0.553165,0.107804,0.158378,-0.8763,0.00410034,0.29627,2.33626,
2.1392,-0.415787,-0.380714,-0.0523732,0.0213463,0.668134,0.223018,0.504138,-1.40403,1.60206,0.553222,0.107311,0.158189,-0.876252,0.00447402,0.298328,2.33472,
2.1396,-0.415833,-0.380695,-0.0524659,0.0217629,0.668295,0.222569,0.503919,-1.40419,1.6021,0.553279,0.106818,0.158001,-0.876204,0.00484745,0.300385,2.33319,
2.14,-0.415879,-0.380676,-0.0525581,0.0221795,0.668457,0.222119,0.5037,-1.40436,1.60214,0.553336,0.106324,0.157812,-0.876156,0.00522064,0.30244,2.33165,
2.1404,-0.415925,-0.380656,-0.05265,0.022596,0.668618,0.22167,0.50348,-1.40452,1.60218,0.553393,0.105831,0.157622,-0.876107,0.00559358,0.304493,2.33011,
2.1408,-0.415972,-0.380636,-0.0527415,0.0230125,0.668779,0.22122,0.503261,-1.40468,1.60221,0.55345,0.105339,0.157433,-0.876058,0.00596628,0.306544,2.32857,
2.1412,-0.416018,-0.380616,-0.0528326,0.0234289,0.66894,0.220771,0.503041,-1.40485,1.60225,0.553506,0.104846,0.157244,-0.876009,0.00633872,0.308594,2.32704,
2.1416,-0.416065,-0.380595,-0.0529233,0.0238454,0.669101,0.220321,0.502821,-1.40501,1.60229,0.553563,0.104353,0.157054,-0.87596,0.00671093,0.310642,2.3255,
2.142,-0.416111,-0.380574,-0.0530137,0.0242618,0.669262,0.219872,0.502601,-1.40517,1.60233,0.553619,0.103861,0.156864,-0.87591,0.00708288,0.312688,2.32396,
2.1424,-0.416158,-0.380552,-0.0531037,0.0246781,0.669423,0.219422,0.50238,-1.40533,1.60236,0.553676,0.103368,0.156674,-0.87586,0.00745459,0.314732,2.32242,
2.1428,-0.416205,-0.380531,-0.0531933,0.0250945,0.669583,0.218972,0.502159,-1.4055,1.6024,0.553732,0.102876,0.156484,-0.875809,0.00782606,0.316774,2.32088,
2.1432,-0.416252,-0.380508,-0.0532825,0.0255108,0.669744,0.218523,0.501938,-1.40566,1.60244,0.553788,0.102383,0.156294,-0.875758,0.00819728,0.318815,2.31935,
2.1436,-0.416299,-0.380486,-0.0533713,0.0259271,0.669905,0.218073,0.501717,-1.40582,1.60248,0.553845,0.101891,0.156104,-0.875707,0.00856825,0.320853,2.31781,
2.144,-0.416346,-0.380463,-0.0534598,0.0263433,0.670065,0.217623,0.501495,-1.40598,1.60251,0.553901,0.101399,0.155913,-0.875656,0.00893898,0.32289,2.31627,
2.1444,-0.416393,-0.380439,-0.0535479,0.0267596,0.670225,0.217173,0.501273,-1.40614,1.60255,0.553957,0.100907,0.155723,-0.875604,0.00930946,0.324926,2.31473,
2.1448,-0.41644,-0.380416,-0.0536357,0.0271758,0.670386,0.216723,0.501051,-1.4063,1.60258,0.554013,0.100415,0.155532,-0.875552,0.00967969,0.326959,2.31319,
2.1452,-0.416487,-0.380391,-0.053723,0.0275919,0.670546,0.216273,0.500829,-1.40646,1.60262,0.554069,0.0999236,0.155341,-0.875499,0.0100497,0.328991,2.31165,
2.1456,-0.416534,-0.380367,-0.05381,0.0280081,0.670706,0.215823,0.500606,-1.40662,1.60266,0.554125,0.0994319,0.15515,-0.875446,0.0104194,0.331021,2.3101,
2.146,-0.416582,-0.380342,-0.0538966,0.0284242,0.670867,0.215373,0.500383,-1.40678,1.60269,0.554181,0.0989404,0.154959,-0.875393,0.0107889,0.333049,2.30856,
2.1464,-0.416629,-0.380317,-0.0539829,0.0288403,0.671027,0.214922,0.50016,-1.40694,1.60273,0.554236,0.0984489,0.154768,-0.87534,0.0111582,0.335076,2.30702,
2.1468,-0.416677,-0.380291,-0.0540688,0.0292564,0.671187,0.214472,0.499937,-1.40709,1.60276,0.554292,0.0979576,0.154576,-0.875286,0.0115272,0.337101,2.30548,
2.1472,-0.416724,-0.380265,-0.0541543,0.0296724,0.671347,0.214022,0.499713,-1.40725,1.6028,0.554348,0.0974663,0.154385,-0.875232,0.0118959,0.339124,2.30394,
2.1476,-0.416772,-0.380239,-0.0542395,0.0300884,0.671506,0.213572,0.499489,-1.40741,1.60283,0.554403,0.0969752,0.154193,-0.875177,0.0122644,0.341145,2.3024,
2.148,-0.41682,-0.380212,-0.0543243,0.0305044,0.671666,0.213121,0.499265,-1.40756,1.60287,0.554459,0.0964841,0.154001,-0.875123,0.0126327,0.343165,2.30085,
2.1484,-0.416868,-0.380185,-0.0544087,0.0309203,0.671826,0.212671,0.49904,-1.40772,1.6029,0.554514,0.0959932,0.153809,-0.875068,0.0130007,0.345183,2.29931,
2.1488,-0.416916,-0.380158,-0.0544927,0.0313362,0.671986,0.21222,0.498816,-1.40788,1.60294,0.554569,0.0955024,0.153617,-0.875012,0.0133685,0.347199,2.29777,
2.1492,-0.416964,-0.38013,-0.0545765,0.0317521,0.672145,0.21177,0.498591,-1.40803,1.60297,0.554625,0.0950116,0.153425,-0.874957,0.013736,0.349213,2.29622,
2.1496,-0.417012,-0.380102,-0.0546598,0.032168,0.672305,0.211319,0.498365,-1.40819,1.60301,0.55468,0.094521,0.153233,-0.874901,0.0141032,0.351226,2.29468,
2.15,-0.41706,-0.380074,-0.0547428,0.0325838,0.672464,0.210868,0.49814,-1.40834,1.60304,0.554735,0.0940305,0.15304,-0.874844,0.0144703,0.353237,2.29313,
