t,x00,x10,v00,v10,x01,x11,v01,v11,x02,x12,v02,v12,x03,x13,v03,v13,
0.0584,-0.60529,0.153592,-0.741359,0.19052,-0.46321,-0.136771,2.8356,1.98592,0.472981,0.0273458,-0.581968,-1.27088,0.524953,0.355833,0.9757,-2.16023,
0.0588,-0.605942,0.153759,-0.739585,0.187761,-0.462304,-0.136134,2.8324,1.99359,0.472771,0.0268886,-0.582832,-1.26942,0.525109,0.355487,0.974298,-2.16367,
0.0592,-0.606592,0.153923,-0.7378,0.185013,-0.461398,-0.135495,2.82916,2.00124,0.472562,0.0264319,-0.583695,-1.26797,0.525265,0.355141,0.972893,-2.16712,
0.0596,-0.607241,0.154084,-0.736004,0.182276,-0.460493,-0.134854,2.82589,2.00885,0.472351,0.0259756,-0.584557,-1.26652,0.525421,0.354794,0.971486,-2.17056,
0.06,-0.607887,0.154244,-0.734197,0.17955,-0.459589,-0.13421,2.8226,2.01643,0.472141,0.02552,-0.585418,-1.26507,0.525576,0.354446,0.970076,-2.17399,
0.0604,-0.608533,0.1544,-0.73238,0.176835,-0.458686,-0.133563,2.81928,2.02398,0.47193,0.0250648,-0.586278,-1.26362,0.525731,0.354098,0.968664,-2.17742,
0.0608,-0.609176,0.154555,-0.730552,0.174132,-0.457785,-0.132914,2.81592,2.0315,0.471719,0.0246102,-0.587137,-1.26217,0.525886,0.353749,0.967249,-2.18085,
0.0612,-0.609818,0.154707,-0.728714,0.17144,-0.456884,-0.132263,2.81254,2.03899,0.471507,0.024156,-0.587995,-1.26072,0.526041,0.3534,0.965832,-2.18427,
0.0616,-0.610459,0.154857,-0.726866,0.168759,-0.455985,-0.131609,2.80914,2.04644,0.471295,0.0237024,-0.588852,-1.25928,0.526195,0.35305,0.964412,-2.18769,
0.062,-0.611098,0.155004,-0.725008,0.16609,-0.455086,-0.130953,2.8057,2.05387,0.471083,0.0232494,-0.589709,-1.25783,0.526349,0.3527,0.962989,-2.1911,
0.0624,-0.611735,0.155149,-0.72314,0.163432,-0.454189,-0.130295,2.80224,2.06126,0.470871,0.0227968,-0.590564,-1.25639,0.526503,0.352349,0.961564,-2.19452,
0.0628,-0.61237,0.155292,-0.721262,0.160786,-0.453293,-0.129634,2.79875,2.06861,0.470658,0.0223448,-0.591419,-1.25495,0.526657,0.351998,0.960136,-2.19792,
0.0632,-0.613004,0.155432,-0.719374,0.158152,-0.452398,-0.128971,2.79523,2.07594,0.470445,0.0218932,-0.592272,-1.25351,0.52681,0.351646,0.958705,-2.20133,
0.0636,-0.613637,0.15557,-0.717476,0.155529,-0.451504,-0.128305,2.79169,2.08323,0.470231,0.0214422,-0.593125,-1.25207,0.526964,0.351293,0.957272,-2.20472,
0.064,-0.614267,0.155706,-0.715569,0.152918,-0.450611,-0.127638,2.78812,2.09049,0.470018,0.0209917,-0.593977,-1.25063,0.527117,0.35094,0.955837,-2.20812,
0.0644,-0.614896,0.155839,-0.713653,0.150319,-0.44972,-0.126968,2.78453,2.09772,0.469804,0.0205418,-0.594828,-1.24919,0.52727,0.350587,0.954399,-2.21151,
0.0648,-0.615523,0.15597,-0.711727,0.147731,-0.448829,-0.126295,2.78091,2.10491,0.469589,0.0200923,-0.595678,-1.24775,0.527422,0.350233,0.952958,-2.2149,
0.0652,-0.616149,0.156099,-0.709792,0.145156,-0.44794,-0.12562,2.77726,2.11207,0.469375,0.0196434,-0.596527,-1.24632,0.527575,0.349878,0.951514,-2.21828,
0.0656,-0.616772,0.156226,-0.707848,0.142592,-0.447052,-0.124943,2.7736,2.1192,0.46916,0.019195,-0.597376,-1.24488,0.527727,0.349523,0.950068,-2.22166,
0.066,-0.617394,0.15635,-0.705895,0.14004,-0.446165,-0.124264,2.7699,2.12629,0.468945,0.0187471,-0.598224,-1.24345,0.527879,0.349167,0.94862,-2.22504,
0.0664,-0.618015,0.156472,-0.703934,0.1375,-0.445279,-0.123583,2.76619,2.13335,0.468729,0.0182997,-0.59907,-1.24202,0.52803,0.348811,0.947169,-2.22841,
0.0668,-0.618633,0.156592,-0.701963,0.134973,-0.444394,-0.122899,2.76245,2.14037,0.468513,0.0178528,-0.599916,-1.24059,0.528182,0.348454,0.945715,-2.23178,
0.0672,-0.61925,0.15671,-0.699985,0.132457,-0.443511,-0.122213,2.75868,2.14736,0.468297,0.0174065,-0.600762,-1.23916,0.528333,0.348097,0.944258,-2.23514,
0.0676,-0.619865,0.156825,-0.697997,0.129953,-0.442629,-0.121525,2.7549,2.15432,0.468081,0.0169606,-0.601606,-1.23773,0.528484,0.347739,0.9428,-2.2385,
0.068,-0.620479,0.156938,-0.696001,0.127462,-0.441748,-0.120834,2.75109,2.16124,0.467864,0.0165153,-0.60245,-1.2363,0.528635,0.34738,0.941338,-2.24186,
0.0684,-0.62109,0.15705,-0.693997,0.124982,-0.440868,-0.120141,2.74726,2.16813,0.467647,0.0160705,-0.603292,-1.23487,0.528785,0.347021,0.939874,-2.24521,
0.0688,-0.6217,0.157158,-0.691985,0.122515,-0.43999,-0.119446,2.74341,2.17499,0.46743,0.0156262,-0.604135,-1.23344,0.528935,0.346662,0.938407,-2.24856,
0.0692,-0.622308,0.157265,-0.689965,0.12006,-0.439112,-0.118749,2.73953,2.18181,0.467212,0.0151824,-0.604976,-1.23202,0.529085,0.346302,0.936938,-2.2519,
0.0696,-0.622914,0.15737,-0.687937,0.117617,-0.438236,-0.11805,2.73564,2.1886,0.466994,0.0147392,-0.605816,-1.2306,0.529235,0.345941,0.935466,-2.25525,
0.07,-0.623519,0.157472,-0.685901,0.115186,-0.437362,-0.117349,2.73172,2.19535,0.466776,0.0142964,-0.606656,-1.22917,0.529385,0.34558,0.933991,-2.25858,
0.0704,-0.624122,0.157572,-0.683858,0.112768,-0.436488,-0.116645,2.72778,2.20207,0.466557,0.0138541,-0.607495,-1.22775,0.529534,0.345218,0.932514,-2.26192,
0.0708,-0.624723,0.157671,-0.681806,0.110362,-0.435616,-0.115939,2.72383,2.20875,0.466339,0.0134124,-0.608334,-1.22633,0.529683,0.344856,0.931034,-2.26525,
0.0712,-0.625322,0.157767,-0.679748,0.107968,-0.434745,-0.115231,2.71985,2.2154,0.466119,0.0129712,-0.609171,-1.22491,0.529832,0.344494,0.929552,-2.26858,
0.0716,-0.625919,0.157861,-0.677682,0.105587,-0.433875,-0.114521,2.71585,2.22201,0.4659,0.0125305,-0.610008,-1.22349,0.529981,0.34413,0.928067,-2.2719,
0.072,-0.626514,0.157953,-0.675609,0.103218,-0.433007,-0.113809,2.71184,2.22859,0.46568,0.0120903,-0.610845,-1.22207,0.530129,0.343767,0.92658,-2.27522,
0.0724,-0.627108,0.158042,-0.673529,0.100861,-0.43214,-0.113095,2.7078,2.23513,0.46546,0.0116506,-0.61168,-1.22065,0.530277,0.343402,0.92509,-2.27853,
0.0728,-0.6277,0.15813,-0.671442,0.0985172,-0.431274,-0.112379,2.70375,2.24164,0.46524,0.0112114,-0.612515,-1.21924,0.530425,0.343037,0.923597,-2.28185,
0.0732,-0.62829,0.158216,-0.669348,0.0961853,-0.430409,-0.111661,2.69967,2.24812,0.465019,0.0107727,-0.613349,-1.21782,0.530573,0.342672,0.922102,-2.28516,
0.0736,-0.628878,0.158299,-0.667247,0.093866,-0.429546,-0.11094,2.69558,2.25456,0.464798,0.0103346,-0.614183,-1.21641,0.53072,0.342306,0.920604,-2.28846,
0.074,-0.629464,0.158381,-0.665139,0.091559,-0.428684,-0.110218,2.69147,2.26096,0.464577,0.00989692,-0.615016,-1.21499,0.530867,0.34194,0.919103,-2.29176,
0.0744,-0.630048,0.15846,-0.663025,0.0892645,-0.427823,-0.109493,2.68735,2.26733,0.464355,0.00945978,-0.615848,-1.21358,0.531014,0.341573,0.9176,-2.29506,
0.0748,-0.630631,0.158538,-0.660905,0.0869825,-0.426964,-0.108767,2.6832,2.27367,0.464133,0.00902314,-0.616679,-1.21217,0.531161,0.341205,0.916094,-2.29836,
0.0752,-0.631212,0.158614,-0.658778,0.0847129,-0.426106,-0.108038,2.67904,2.27997,0.463911,0.00858702,-0.61751,-1.21076,0.531307,0.340837,0.914586,-2.30165,
0.0756,-0.63179,0.158687,-0.656645,0.0824558,-0.42525,-0.107307,2.67487,2.28623,0.463689,0.0081514,-0.618341,-1.20935,0.531453,0.340469,0.913075,-2.30494,
0.076,-0.632367,0.158759,-0.654505,0.0802112,-0.424394,-0.106575,2.67068,2.29246,0.463466,0.00771629,-0.61917,-1.20794,0.531599,0.3401,0.911561,-2.30822,
0.0764,-0.632942,0.158828,-0.65236,0.0779791,-0.42354,-0.10584,2.66647,2.29866,0.463243,0.00728168,-0.619999,-1.20653,0.531745,0.33973,0.910045,-2.3115,
0.0768,-0.633515,0.158896,-0.650209,0.0757594,-0.422688,-0.105104,2.66224,2.30482,0.46302,0.00684758,-0.620828,-1.20512,0.531891,0.33936,0.908526,-2.31478,
0.0772,-0.634087,0.158962,-0.648052,0.0735523,-0.421836,-0.104365,2.658,2.31094,0.462796,0.00641399,-0.621656,-1.20372,0.532036,0.338989,0.907005,-2.31805,
0.0776,-0.634656,0.159025,-0.645889,0.0713577,-0.420987,-0.103625,2.65375,2.31703,0.462572,0.00598091,-0.622483,-1.20231,0.532181,0.338618,0.905481,-2.32132,
0.078,-0.635223,0.159087,-0.643721,0.0691755,-0.420138,-0.102882,2.64948,2.32308,0.462348,0.00554833,-0.62331,-1.20091,0.532326,0.338247,0.903954,-2.32459,
0.0784,-0.635789,0.159147,-0.641547,0.0670059,-0.419291,-0.102138,2.6452,2.3291,0.462123,0.00511625,-0.624136,-1.1995,0.53247,0.337874,0.902425,-2.32786,
0.0788,-0.636353,0.159205,-0.639368,0.0648488,-0.418445,-0.101392,2.6409,2.33509,0.461898,0.00468469,-0.624961,-1.1981,0.532614,0.337502,0.900893,-2.33112,
0.0792,-0.636914,0.159261,-0.637184,0.0627041,-0.417601,-0.100643,2.63659,2.34103,0.461673,0.00425362,-0.625786,-1.1967,0.532758,0.337129,0.899358,-2.33437,
0.0796,-0.637474,0.159316,-0.634994,0.060572,-0.416758,-0.0998934,2.63226,2.34695,0.461448,0.00382306,-0.626611,-1.19529,0.532902,0.336755,0.897821,-2.33763,
0.08,-0.638032,0.159368,-0.632799,0.0584524,-0.415916,-0.0991414,2.62792,2.35283,0.461222,0.00339301,-0.627435,-1.19389,0.533046,0.33638,0.896281,-2.34088,
0.0804,-0.638588,0.159418,-0.6306,0.0563452,-0.415076,-0.0983876,2.62357,2.35867,0.460996,0.00296346,-0.628258,-1.19249,0.533189,0.336006,0.894738,-2.34412,
0.0808,-0.639142,0.159467,-0.628395,0.0542505,-0.414237,-0.0976319,2.61921,2.36448,0.46077,0.00253441,-0.629081,-1.19109,0.533332,0.33563,0.893193,-2.34737,
0.0812,-0.639694,0.159514,-0.626186,0.0521683,-0.4134,-0.0968743,2.61483,2.37025,0.460543,0.00210587,-0.629903,-1.1897,0.533475,0.335255,0.891645,-2.35061,
0.0816,-0.640244,0.159559,-0.623972,0.0500986,-0.412564,-0.0961149,2.61044,2.37599,0.460316,0.00167783,-0.630725,-1.1883,0.533617,0.334878,0.890095,-2.35385,
0.082,-0.640792,0.159602,-0.621753,0.0480413,-0.411729,-0.0953537,2.60604,2.38169,0.460089,0.0012503,-0.631546,-1.1869,0.53376,0.334501,0.888542,-2.35708,
0.0824,-0.641338,0.159643,-0.61953,0.0459965,-0.410896,-0.0945906,2.60163,2.38736,0.459862,0.000823264,-0.632367,-1.1855,0.533902,0.334124,0.886986,-2.36031,
0.0828,-0.641882,0.159683,-0.617303,0.0439641,-0.410064,-0.0938258,2.5972,2.39299,0.459634,0.000396733,-0.633187,-1.18411,0.534044,0.333746,0.885428,-2.36354,
0.0832,-0.642425,0.159721,-0.615071,0.0419441,-0.409233,-0.0930591,2.59277,2.39859,0.459406,-2.9295e-05,-0.634007,-1.18271,0.534185,0.333368,0.883867,-2.36676,
0.0836,-0.642965,0.159757,-0.612835,0.0399366,-0.408404,-0.0922907,2.58832,2.40415,0.459177,-0.000454821,-0.634826,-1.18132,0.534326,0.332989,0.882303,-2.36998,
0.084,-0.643503,0.159791,-0.610595,0.0379414,-0.407577,-0.0915205,2.58387,2.40968,0.458949,-0.000879846,-0.635645,-1.17993,0.534467,0.332609,0.880737,-2.3732,
0.0844,-0.644039,0.159824,-0.608351,0.0359586,-0.406751,-0.0907485,2.5794,2.41517,0.45872,-0.00130437,-0.636464,-1.17853,0.534608,0.332229,0.879168,-2.37642,
0.0848,-0.644574,0.159854,-0.606103,0.0339883,-0.405926,-0.0899748,2.57493,2.42063,0.45849,-0.00172839,-0.637282,-1.17714,0.534749,0.331849,0.877596,-2.37963,
0.0852,-0.645106,0.159883,-0.603852,0.0320302,-0.405103,-0.0891993,2.57044,2.42605,0.458261,-0.00215191,-0.638099,-1.17575,0.534889,0.331468,0.876022,-2.38284,
0.0856,-0.645637,0.159911,-0.601596,0.0300845,-0.404281,-0.0884221,2.56595,2.43144,0.458031,-0.00257493,-0.638916,-1.17436,0.535029,0.331086,0.874445,-2.38604,
0.086,-0.646165,0.159936,-0.599337,0.0281511,-0.403461,-0.0876432,2.56144,2.4368,0.457801,-0.00299745,-0.639733,-1.17297,0.535169,0.330704,0.872865,-2.38924,
0.0864,-0.646691,0.15996,-0.597075,0.0262301,-0.402642,-0.0868625,2.55693,2.44212,0.45757,-0.00341947,-0.640549,-1.17158,0.535308,0.330322,0.871283,-2.39244,
0.0868,-0.647216,0.159983,-0.594809,0.0243213,-0.401824,-0.0860802,2.55241,2.4474,0.45734,-0.00384099,-0.641364,-1.17019,0.535448,0.329939,0.869698,-2.39564,
0.0872,-0.647738,0.160003,-0.592539,0.0224247,-0.401008,-0.0852962,2.54788,2.45265,0.457109,-0.00426201,-0.64218,-1.1688,0.535587,0.329555,0.86811,-2.39883,
0.0876,-0.648259,0.160022,-0.590267,0.0205405,-0.400194,-0.0845105,2.54334,2.45787,0.456877,-0.00468253,-0.642995,-1.16742,0.535725,0.329171,0.86652,-2.40202,
0.088,-0.648777,0.160039,-0.587991,0.0186684,-0.39938,-0.0837232,2.5388,2.46305,0.456646,-0.00510255,-0.643809,-1.16603,0.535864,0.328786,0.864927,-2.40521,
0.0884,-0.649294,0.160055,-0.585712,0.0168085,-0.398569,-0.0829342,2.53424,2.4682,0.456414,-0.00552207,-0.644623,-1.16464,0.536002,0.328401,0.863331,-2.40839,
0.0888,-0.649808,0.160069,-0.58343,0.0149609,-0.397759,-0.0821435,2.52968,2.47331,0.456181,-0.00594109,-0.645437,-1.16326,0.53614,0.328016,0.861732,-2.41157,
0.0892,-0.65032,0.160081,-0.581146,0.0131253,-0.39695,-0.0813513,2.52512,2.47839,0.455949,-0.00635961,-0.64625,-1.16187,0.536278,0.32763,0.860131,-2.41475,
0.0896,-0.650831,0.160092,-0.578858,0.0113019,-0.396142,-0.0805574,2.52054,2.48343,0.455716,-0.00677764,-0.647063,-1.16049,0.536415,0.327243,0.858527,-2.41792,
0.09,-0.651339,0.160101,-0.576568,0.00949064,-0.395337,-0.0797619,2.51596,2.48844,0.455483,-0.00719517,-0.647876,-1.1591,0.536553,0.326856,0.856921,-2.42109,
0.0904,-0.651846,0.160109,-0.574275,0.00769143,-0.394532,-0.0789648,2.51137,2.49342,0.45525,-0.0076122,-0.648688,-1.15772,0.53669,0.326468,0.855312,-2.42426,
0.0908,-0.65235,0.160115,-0.57198,0.00590428,-0.393729,-0.0781661,2.50678,2.49836,0.455016,-0.00802873,-0.649499,-1.15634,0.536826,0.32608,0.8537,-2.42743,
0.0912,-0.652852,0.160119,-0.569682,0.00412915,-0.392928,-0.0773658,2.50218,2.50326,0.454782,-0.00844476,-0.650311,-1.15496,0.536963,0.325691,0.852085,-2.43059,
0.0916,-0.653353,0.160122,-0.567381,0.00236602,-0.392128,-0.076564,2.49758,2.50814,0.454548,-0.00886029,-0.651122,-1.15357,0.537099,0.325302,0.850468,-2.43375,
0.092,-0.653851,0.160123,-0.565079,0.000614862,-0.391329,-0.0757606,2.49297,2.51298,0.454313,-0.00927533,-0.651933,-1.15219,0.537235,0.324913,0.848848,-2.4369,
0.0924,-0.654347,0.160123,-0.562774,-0.00112435,-0.390532,-0.0749557,2.48835,2.51778,0.454078,-0.00968987,-0.652743,-1.15081,0.537371,0.324523,0.847225,-2.44006,
0.0928,-0.654841,0.160121,-0.560467,-0.00285165,-0.389737,-0.0741493,2.48373,2.52256,0.453843,-0.0101039,-0.653553,-1.14943,0.537506,0.324132,0.845599,-2.44321,
0.0932,-0.655334,0.160118,-0.558158,-0.00456707,-0.388943,-0.0733413,2.47911,2.5273,0.453608,-0.0105175,-0.654363,-1.14805,0.537641,0.323741,0.843971,-2.44635,
0.0936,-0.655824,0.160113,-0.555847,-0.00627063,-0.38815,-0.0725318,2.47448,2.532,0.453372,-0.0109305,-0.655172,-1.14667,0.537776,0.323349,0.84234,-2.4495,
0.094,-0.656312,0.160107,-0.553534,-0.00796236,-0.387359,-0.0717208,2.46984,2.53667,0.453136,-0.0113431,-0.655981,-1.1453,0.537911,0.322957,0.840706,-2.45264,
0.0944,-0.656798,0.160099,-0.551219,-0.00964231,-0.38657,-0.0709083,2.46521,2.54131,0.4529,-0.0117551,-0.65679,-1.14392,0.538045,0.322564,0.83907,-2.45578,
0.0948,-0.657282,0.16009,-0.548902,-0.0113105,-0.385781,-0.0700944,2.46056,2.54592,0.452663,-0.0121667,-0.657598,-1.14254,0.538179,0.322171,0.837431,-2.45891,
0.0952,-0.657764,0.160079,-0.546584,-0.0129669,-0.384995,-0.069279,2.45592,2.55049,0.452426,-0.0125778,-0.658407,-1.14116,0.538313,0.321777,0.835789,-2.46204,
0.0956,-0.658244,0.160067,-0.544264,-0.0146117,-0.38421,-0.0684621,2.45127,2.55503,0.452189,-0.0129883,-0.659214,-1.13979,0.538447,0.321383,0.834144,-2.46517,
0.096,-0.658722,0.160054,-0.541943,-0.0162448,-0.383426,-0.0676437,2.44662,2.55954,0.451952,-0.0133984,-0.660022,-1.13841,0.53858,0.320988,0.832497,-2.4683,
0.0964,-0.659198,0.160039,-0.53962,-0.0178663,-0.382644,-0.066824,2.44197,2.56401,0.451714,-0.013808,-0.660829,-1.13704,0.538713,0.320593,0.830847,-2.47142,
0.0968,-0.659672,0.160022,-0.537296,-0.0194762,-0.381863,-0.0660028,2.43731,2.56845,0.451476,-0.0142171,-0.661636,-1.13566,0.538846,0.320198,0.829194,-2.47454,
0.0972,-0.660143,0.160004,-0.534971,-0.0210745,-0.381084,-0.0651802,2.43265,2.57286,0.451238,-0.0146257,-0.662443,-1.13429,0.538979,0.319801,0.827538,-2.47766,
0.0976,-0.660613,0.159985,-0.532644,-0.0226613,-0.380306,-0.0643562,2.42799,2.57723,0.450999,-0.0150338,-0.663249,-1.13291,0.539111,0.319405,0.82588,-2.48078,
0.098,-0.661081,0.159965,-0.530316,-0.0242366,-0.37953,-0.0635307,2.42332,2.58157,0.45076,-0.0154414,-0.664056,-1.13154,0.539243,0.319008,0.824218,-2.48389,
0.0984,-0.661546,0.159943,-0.527987,-0.0258004,-0.378755,-0.062704,2.41866,2.58588,0.450521,-0.0158485,-0.664862,-1.13016,0.539375,0.31861,0.822554,-2.487,
0.0988,-0.66201,0.159919,-0.525657,-0.0273529,-0.377982,-0.0618758,2.41399,2.59016,0.450281,-0.0162551,-0.665667,-1.12879,0.539506,0.318212,0.820888,-2.49011,
0.0992,-0.662472,0.159894,-0.523326,-0.0288939,-0.37721,-0.0610463,2.40932,2.59441,0.450042,-0.0166612,-0.666473,-1.12742,0.539637,0.317813,0.819218,-2.49321,
0.0996,-0.662931,0.159868,-0.520994,-0.0304237,-0.37644,-0.0602154,2.40465,2.59862,0.449802,-0.0170668,-0.667278,-1.12604,0.539768,0.317414,0.817546,-2.49631,
0.1,-0.663389,0.159841,-0.518662,-0.0319421,-0.375671,-0.0593831,2.39998,2.6028,0.449561,-0.0174719,-0.668083,-1.12467,0.539899,0.317014,0.815871,-2.49941,
0.1004,-0.663844,0.159812,-0.516328,-0.0334492,-0.374904,-0.0585496,2.3953,2.60695,0.44932,-0.0178766,-0.668887,-1.1233,0.540029,0.316614,0.814193,-2.5025,
0.1008,-0.664297,0.159782,-0.513994,-0.0349452,-0.374138,-0.0577147,2.39063,2.61107,0.44908,-0.0182807,-0.669692,-1.12193,0.540159,0.316213,0.812512,-2.5056,
0.1012,-0.664749,0.159751,-0.511659,-0.0364299,-0.373374,-0.0568785,2.38596,2.61515,0.448838,-0.0186844,-0.670496,-1.12056,0.540289,0.315812,0.810828,-2.50869,
0.1016,-0.665198,0.159718,-0.509324,-0.0379035,-0.372611,-0.056041,2.38128,2.61921,0.448597,-0.0190875,-0.6713,-1.11919,0.540419,0.315411,0.809142,-2.51177,
0.102,-0.665645,0.159684,-0.506989,-0.039366,-0.37185,-0.0552022,2.37661,2.62323,0.448355,-0.0194902,-0.672104,-1.11782,0.540548,0.315009,0.807453,-2.51486,
0.1024,-0.66609,0.159649,-0.504652,-0.0408174,-0.37109,-0.0543621,2.37193,2.62722,0.448113,-0.0198924,-0.672907,-1.11645,0.540677,0.314606,0.805761,-2.51794,
0.1028,-0.666533,0.159612,-0.502316,-0.0422578,-0.370332,-0.0535208,2.36726,2.63118,0.44787,-0.020294,-0.67371,-1.11508,0.540806,0.314203,0.804066,-2.52102,
0.1032,-0.666974,0.159574,-0.499979,-0.0436872,-0.369575,-0.0526782,2.36259,2.63511,0.447628,-0.0206952,-0.674514,-1.11371,0.540935,0.313799,0.802369,-2.52409,
0.1036,-0.667413,0.159535,-0.497642,-0.0451056,-0.36882,-0.0518343,2.35791,2.639,0.447385,-0.0210959,-0.675316,-1.11234,0.541063,0.313395,0.800669,-2.52717,
0.104,-0.66785,0.159495,-0.495305,-0.0465131,-0.368066,-0.0509892,2.35324,2.64287,0.447142,-0.0214961,-0.676119,-1.11097,0.541191,0.312991,0.798965,-2.53024,
0.1044,-0.668285,0.159453,-0.492968,-0.0479098,-0.367314,-0.0501429,2.34857,2.6467,0.446898,-0.0218958,-0.676922,-1.1096,0.541318,0.312585,0.797259,-2.53331,
0.1048,-0.668718,0.159411,-0.49063,-0.0492957,-0.366563,-0.0492954,2.3439,2.65051,0.446654,-0.022295,-0.677724,-1.10823,0.541446,0.31218,0.795551,-2.53637,
0.1052,-0.669148,0.159367,-0.488293,-0.0506707,-0.365814,-0.0484466,2.33923,2.65428,0.44641,-0.0226937,-0.678526,-1.10686,0.541573,0.311774,0.793839,-2.53943,
0.1056,-0.669577,0.159321,-0.485956,-0.052035,-0.365066,-0.0475966,2.33456,2.65802,0.446166,-0.0230919,-0.679328,-1.10549,0.5417,0.311367,0.792124,-2.54249,
0.106,-0.670004,0.159275,-0.483619,-0.0533887,-0.36432,-0.0467455,2.32989,2.66174,0.445921,-0.0234897,-0.68013,-1.10413,0.541827,0.31096,0.790407,-2.54555,
0.1064,-0.670428,0.159227,-0.481282,-0.0547316,-0.363575,-0.0458931,2.32523,2.66542,0.445676,-0.0238869,-0.680931,-1.10276,0.541953,0.310553,0.788687,-2.5486,
0.1068,-0.670851,0.159179,-0.478945,-0.056064,-0.362832,-0.0450396,2.32057,2.66907,0.445431,-0.0242837,-0.681733,-1.10139,0.542079,0.310145,0.786964,-2.55166,
0.1072,-0.671271,0.159129,-0.476608,-0.0573858,-0.36209,-0.0441849,2.31591,2.67269,0.445185,-0.0246799,-0.682534,-1.10002,0.542205,0.309736,0.785238,-2.55471,
0.1076,-0.67169,0.159078,-0.474272,-0.058697,-0.361349,-0.0433291,2.31125,2.67628,0.444939,-0.0250757,-0.683335,-1.09866,0.54233,0.309327,0.783509,-2.55775,
0.108,-0.672106,0.159025,-0.471937,-0.0599978,-0.360611,-0.0424721,2.30659,2.67984,0.444693,-0.0254709,-0.684136,-1.09729,0.542455,0.308918,0.781777,-2.5608,
0.1084,-0.67252,0.158972,-0.469601,-0.0612881,-0.359873,-0.041614,2.30194,2.68337,0.444447,-0.0258657,-0.684937,-1.09592,0.54258,0.308508,0.780043,-2.56384,
0.1088,-0.672932,0.158918,-0.467267,-0.062568,-0.359137,-0.0407547,2.29729,2.68688,0.4442,-0.02626,-0.685737,-1.09456,0.542705,0.308097,0.778305,-2.56688,
0.1092,-0.673343,0.158862,-0.464933,-0.0638376,-0.358403,-0.0398944,2.29264,2.69035,0.443953,-0.0266538,-0.686538,-1.09319,0.542829,0.307686,0.776565,-2.56991,
0.1096,-0.673751,0.158805,-0.462599,-0.0650969,-0.35767,-0.0390329,2.28799,2.69379,0.443706,-0.0270471,-0.687338,-1.09182,0.542954,0.307275,0.774822,-2.57294,
0.11,-0.674157,0.158747,-0.460266,-0.0663459,-0.356939,-0.0381704,2.28335,2.6972,0.443458,-0.0274399,-0.688138,-1.09046,0.543077,0.306863,0.773076,-2.57597,
0.1104,-0.674561,0.158688,-0.457934,-0.0675847,-0.356209,-0.0373067,2.27871,2.70059,0.44321,-0.0278322,-0.688938,-1.08909,0.543201,0.306451,0.771327,-2.579,
0.1108,-0.674963,0.158628,-0.455603,-0.0688133,-0.35548,-0.036442,2.27407,2.70394,0.442962,-0.0282241,-0.689738,-1.08773,0.543324,0.306038,0.769575,-2.58203,
0.1112,-0.675363,0.158567,-0.453272,-0.0700317,-0.354753,-0.0355762,2.26944,2.70727,0.442714,-0.0286154,-0.690538,-1.08636,0.543447,0.305624,0.767821,-2.58505,
0.1116,-0.67576,0.158505,-0.450942,-0.0712401,-0.354028,-0.0347094,2.26481,2.71056,0.442465,-0.0290062,-0.691337,-1.08499,0.54357,0.30521,0.766063,-2.58807,
0.112,-0.676156,0.158442,-0.448614,-0.0724385,-0.353304,-0.0338414,2.26019,2.71383,0.442216,-0.0293966,-0.692137,-1.08363,0.543692,0.304796,0.764302,-2.59109,
0.1124,-0.67655,0.158378,-0.446286,-0.0736268,-0.352581,-0.0329725,2.25557,2.71707,0.441966,-0.0297865,-0.692936,-1.08226,0.543814,0.304381,0.762539,-2.5941,
0.1128,-0.676942,0.158312,-0.443959,-0.0748052,-0.35186,-0.0321025,2.25095,2.72028,0.441717,-0.0301758,-0.693735,-1.0809,0.543936,0.303966,0.760773,-2.59712,
0.1132,-0.677331,0.158246,-0.441633,-0.0759737,-0.351141,-0.0312315,2.24634,2.72346,0.441467,-0.0305647,-0.694534,-1.07953,0.544058,0.30355,0.759003,-2.60013,
0.1136,-0.677719,0.158179,-0.439308,-0.0771323,-0.350423,-0.0303595,2.24173,2.72662,0.441217,-0.0309531,-0.695333,-1.07817,0.544179,0.303134,0.757231,-2.60313,
0.114,-0.678105,0.15811,-0.436985,-0.0782811,-0.349706,-0.0294865,2.23713,2.72974,0.440966,-0.031341,-0.696132,-1.0768,0.5443,0.302717,0.755456,-2.60614,
0.1144,-0.678488,0.158041,-0.434663,-0.0794202,-0.348991,-0.0286125,2.23253,2.73284,0.440716,-0.0317284,-0.69693,-1.07544,0.544421,0.3023,0.753678,-2.60914,
0.1148,-0.67887,0.15797,-0.432341,-0.0805495,-0.348277,-0.0277375,2.22794,2.73591,0.440465,-0.0321153,-0.697729,-1.07407,0.544541,0.301882,0.751897,-2.61214,
0.1152,-0.679249,0.157899,-0.430022,-0.0816691,-0.347565,-0.0268615,2.22335,2.73895,0.440213,-0.0325017,-0.698527,-1.07271,0.544662,0.301464,0.750113,-2.61514,
0.1156,-0.679626,0.157827,-0.427703,-0.0827791,-0.346854,-0.0259846,2.21876,2.74197,0.439962,-0.0328876,-0.699325,-1.07134,0.544781,0.301045,0.748326,-2.61813,
0.116,-0.680002,0.157753,-0.425386,-0.0838795,-0.346145,-0.0251066,2.21418,2.74495,0.43971,-0.0332731,-0.700124,-1.06997,0.544901,0.300626,0.746536,-2.62112,
